#separator:Tab
#html:false
#deck:Arteterapie
#columns:Front	Back	Tags
#tags column:3
Případ 17: čeho se v arteterapii VYVAROVAT?	Nepřetěžovat (únava, kolísavý stav). Netlačit na rychlou srozumitelnou řeč ani nejednat „přes hlavu” (nabídnout obraz/AAK). Neignorovat kolísavost — cíle ne fixní. Nehodnotit dílo esteticky a nesrovnávat. Negeneralizovat klientku jako „úplně závislou” — podporovat zachované kompetence a autonomii. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.49, 70–71	pripad17 arteterapie chyby
Návrh: jak vypadá cyklus arteterapeutického sezení u RS (šetřící režim)?	1 Krátké naladění → 2 Lehká haptická rozcvička → 3 Vlastní tvorba (krátká) → 4 Odpočinek + neverbální sdílení → 5 Ocenění procesu a přizpůsobení stavu (↺). Krátké kroky se střídáním ODPOČINKU; cíl se přizpůsobuje aktuální únavě a kolísání. — Zdroj: arte struktura Liebmann ⚠️ ověřit; šetření energií klinicky Vágnerová STR.70–71	pripad17 arteterapie-technika cyklus-sezeni
Návrh konkrétních technik pro případ 17 (šetrné → náročnější)?	Progrese: receptivní vnímání díla → otisky/haptika → volná stopa/čmárání → jednoduchá malba → tematická tvorba o cestě/ztrátě. Receptivní vnímání = prožitek bez zátěže (únava); malba nálady = ventil emocí ze ztráty; „má cesta”/čára života = zpracování ztráty a změněné identity; skupina lidí s RS = sdílení a similarita. — Zdroj: Šicková-Fabrici / Liebmann ⚠️ ověřit	pripad17 arteterapie-technika techniky
Co je projekce v arteterapii a jak ji u případu 17 využít?	PROJEKCE = promítnutí vnitřního stavu (hořkosti, úzkosti ze ztráty) do díla; základ arteterapeutické DIAGNOSTIKY. U RS slouží k bezpečnému vyjádření emocí kolem progrese a přijetí změněné identity. Interpretovat citlivě, s dostatkem času (dysartrie) a bez tlaku. — Zdroj: Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.54, 71	pripad17 arteterapie-diagnostika projekce
Případ 18 (nízkofunkční autismus F84.0 + narušené sluchové vnímání, chlapec 10 let): čím se arteterapie liší od ostatních PAS?	Nejnižší funkční úroveň (rozumí pár slovům, často + MR) → arteterapie = především BAZÁLNÍ STIMULACE a SENZOMOTORIKA: „tvorba jako prožitek, NE produkt”, materiál jako regulace napětí, MINIMUM ABSTRAKCE. Žádný symbol, příběh ani reflexe (na rozdíl od Aspergera). Vést hapticky/vizuálně, ne zvukem. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; úroveň klinicky Vágnerová STR.86	pripad18 arteterapie definice
Případ 18: proč právě arteterapie a na co hlavně cílí? (bio·psycho·sociál)	BIO: bazální a senzomotorická stimulace (dotek, tlak, teplo, stopa) — POZOR, sluch je periferně OK, porucha je centrální (dysgnózie) → vést hapticky/vizuálně, ne zvukem. PSYCHO: materiál jako REGULACE NAPĚTÍ a bezpečí. SOCIÁL: neverbální kontakt s jednou stálou osobou (nevytvoří hluboký vztah). POZOR: arteterapie NELÉČÍ autismus ani MR. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.84, 85–86	pripad18 arteterapie indikace
Jak vést arteterapii u nízkofunkčního autismu — čím se vyznačuje?	BAZÁLNÍ STIMULACE a senzomotorika (dotek, tlak, stopa). MINIMUM ABSTRAKCE — jen materiál a smyslový zážitek. JEDNODUCHÉ OPAKUJÍCÍ SE činnosti a neměnný rituál. Vedení HAPTICKÉ a VIZUÁLNÍ + fyzická dopomoc (ne zvuk/slovo — dysgnózie). Struktura a bezpečí, snížení smyslové zátěže. Materiální odměna. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; klinicky Vágnerová STR.85–87	pripad18 arteterapie principy-u-nizkofunkcniho-autismu
Případ 18: jak v arteterapii řešit NARUŠENÉ SLUCHOVÉ VNÍMÁNÍ (dysgnózii)?	Není to hluchota — slyší a diferencuje zvuky, ale neodlišuje ŘEČ a nedekóduje význam (centrální zpracování). Proto NEVÉST sezení zvukem ani mluveným slovem; vést VIZUÁLNĚ a HAPTICKY (předmět, ukázka, fyzická dopomoc). Pozor i na muzikoterapii a hlasité podněty (přecitlivělost). — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; dysgnózie klinicky Vágnerová STR.85	pripad18 arteterapie-technika dysgnozie-vedeni-bez-zvuku
Případ 18: který arteterapeutický přístup zvolit a jaké cíle?	PRODUKTIVNÍ na BAZÁLNÍ/senzomotorické úrovni, INDIVIDUÁLNÍ (1:1), nedirektivní, proces-orientovaná (prožitek, ne produkt), SILNĚ STRUKTUROVANÁ a neměnná, vedená hapticky/vizuálně. Cíle: smyslový prožitek a kontakt, regulace napětí materiálem, jemná motorika, bezpečí. Skupina není funkční. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; cíle klinicky Vágnerová STR.85–87	pripad18 arteterapie volba-pristupu
Případ 18: čeho se v arteterapii VYVAROVAT?	Nepožadovat symbol, příběh ani reflexi (úroveň to neunese). Nezaměnit za periferní hluchotu a nevést zvukem (dysgnózie — zesílení zvuku nepomůže). Nehodnotit „dílo” esteticky (jde o prožitek). Neměnit náhle místo/pořadí/materiál/osobu. Nepřetěžovat senzoricky. Sebepoškozování = obrana, ne zlobení. Sociální pochvala nemotivuje. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.85–86	pripad18 arteterapie chyby
Návrh: cyklus jednoho arteterapeutického sezení u nízkofunkčního autismu?	1 Stálé naladění (předmět) → 2 Bazální stimulace (dotek) → 3 Smyslová tvorba (hmota) → 4 Společné dotvoření → 5 Konkrétní odměna (↺). Stejné místo, pořadí, materiál i osoba; vedeno HAPTICKY a VIZUÁLNĚ (ne zvukem); cílem je PROŽITEK, ne produkt; odměna materiální. — Zdroj: arte struktura Šicková-Fabrici/Liebmann ⚠️ ověřit; stálost a odměna klinicky Vágnerová STR.85–87	pripad18 arteterapie-technika cyklus-sezeni
Návrh konkrétních technik pro případ 18 (od jednodušších po náročnější)?	Progrese: dotek/tlak (bazální) → stopa v hmotě (písek, krém, pěna) → otisky/prstové barvy → mačkání/modelování hlíny → jednoduchá barevná plocha. Bazální stimulace = vnímání těla a kontakt; stopa v hmotě a hlína = regulace napětí; vše bez nároku na zobrazení. Pozor na texturu (přecitlivělost). — Zdroj: Šicková-Fabrici ⚠️ ověřit; přecitlivělost Vágnerová STR.85	pripad18 arteterapie-technika techniky
Případ 18 vs. 16 vs. 2 — proč stejná diagnóza ‚spektrum', a přesto jiný arteterapeutický plán?	Liší se FUNKČNÍ ÚROVEŇ. 18 (nízkofunkční + dysgnózie) → BAZÁLNÍ stimulace, materiál jako regulace, minimum abstrakce, bez zvuku. 16 (dětský autismus + porucha řeči) → neverbální kanál, piktogramy, senzomotorika a nápodoba. 2 (Asperger, vysokofunkční) → symbol, reflexe, emoční gramotnost. Plán = podle úrovně, ne podle názvu diagnózy. — Zdroj: klinicky Vágnerová STR.85–87; arte ⚠️ ověřit	pripad18 klientská skupina srovnani-napric-pas
Případ 19 (lehká MR F70, 34 let, šikanován): čím se arteterapie liší od těžších stupňů MR?	Vyšší kognitivní úroveň (konkrétní logika, ≈ školák) → VÍCE PROSTORU PRO SYMBOL, PŘÍBĚH v obraze a REFLEKTIVNÍ DIALOG nad dílem (posun k artefiletice). Stále konkrétně, bez abstrakce. U středně těžké MR/Downa se naopak zůstává hlavně na senzomotorické a neverbální úrovni. — Zdroj: arte Slavík/Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.78	pripad19 artefiletika definice
Případ 19: proč arteterapie a na co hlavně cílí? (bio·psycho·sociál)	BIO: jemná motorika a uvolnění úzkosti (motorika u F70 zvládnutá → unese náročnější techniky). PSYCHO: zpracování zážitku ŠIKANY a obnova SEBEPOJETÍ/sebevědomí. SOCIÁL: bezpečný nácvik KONTAKTU (potíže v kontaktu po šikaně). POZOR: arteterapie neléčí MR; šikana NENÍ příčina MR, ale sociální důsledek. — Zdroj: arte Šicková-Fabrici/Slavík ⚠️ ověřit; klinicky Vágnerová STR.78, 81, 155	pripad19 arteterapie indikace
Jak vést arteterapii u lehké MR (F70) — čím se vyznačuje?	Proces > produkt. Více SYMBOLU a jednoduché REFLEXE nad dílem (artefiletika). PŘÍBĚH v obrázcích ke zpracování zážitku. Budování SEBEPOJETÍ („kdo jsem, co umím”). Reflexe v KRÁTKÝCH větách, bez ironie a metafor (respekt k vadě řeči). Bezpečí a postupnost: nejdřív individuálně, pak malá důvěryhodná skupina. — Zdroj: arte Slavík/Liebmann ⚠️ ověřit; klinicky Vágnerová STR.80, 81, 155	pripad19 arteterapie principy
Případ 19: jak v arteterapii zpracovat ŠIKANU a posílit sebevědomí?	PŘÍBĚH v obrázcích (sekvence) = bezpečné zpracování zážitku. AUTOPORTRÉT / „kdo jsem, co umím” = budování sebepojetí. Zážitek úspěchu + pochvala procesu = náprava sebehodnocení. Po šikaně NETLAČIT do kontaktu silou — důvěru budovat postupně, individuálně → malá skupina. — Zdroj: arte Šicková-Fabrici/Slavík ⚠️ ověřit; klinicky Vágnerová STR.81, 155	pripad19 arteterapie sebepojeti-po-sikane
Případ 19: který arteterapeutický přístup zvolit a jaké cíle?	PRODUKTIVNÍ tvorba s ARTEFILETICKÝM přesahem (zážitek + reflexe), nejdřív INDIVIDUÁLNĚ, pak malá bezpečná SKUPINA, nedirektivní, proces-orientovaná. Cíle: zpracování šikany, obnova sebepojetí a sebevědomí, nácvik kontaktu, sebevyjádření při respektu k vadě řeči. — Zdroj: arte Šicková-Fabrici/Slavík/Liebmann ⚠️ ověřit; cíle klinicky Vágnerová STR.81, 155	pripad19 arteterapie volba-pristupu
Případ 19: čeho se v arteterapii VYVAROVAT?	Nehodnotit dílo esteticky a nesrovnávat klienty (připomíná šikanu). Nepřetěžovat abstrakcí (F70 = konkrétní logika). Netlačit do kontaktu silou. Nepoužívat ironii a metafory v reflexi. Nezneužít sugestibilitu a nezaměňovat arteterapii za „výtvarku”. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.78, 80, 81, 155	pripad19 arteterapie chyby
Návrh: cyklus jednoho arteterapeutického sezení u lehké MR (F70)?	1 Naladění (rituál) → 2 Rozcvička/volná stopa → 3 Vlastní tvorba na téma → 4 JEDNODUCHÁ REFLEXE nad dílem → 5 Ocenění procesu (↺). Oproti těžším stupňům přibývá krok REFLEXE (krátké věty, respekt k vadě řeči) — vyšší úroveň to unese. — Zdroj: arte struktura Slavík/Liebmann ⚠️ ověřit; stálost klinicky Vágnerová STR.82–83	pripad19 arteterapie-technika cyklus-sezeni
Návrh konkrétních technik pro případ 19 (od jednoduchých po náročnější)?	Progrese: volná stopa/barva → jednoduchý symbol → příběh v obrázcích → autoportrét „kdo jsem” → skupinová tvorba + reflexe. Symbol = vyjádření prožitku; příběh = zpracování šikany; autoportrét = sebepojetí; skupina = nácvik kontaktu. — Zdroj: Šicková-Fabrici / Slavík / Liebmann ⚠️ ověřit	pripad19 arteterapie-technika techniky
Případ 19 vs. 22 — jak se liší arteterapeutický plán? (zkušební past)	Medailonek je téměř stejný (muž 34 let, vada řeči, ZŠ speciální, šikana). Rozdíl: případ 19 = lehká MR (F70, ≈ školák) → lze VÍC SYMBOLU a REFLEXE, práce na sebepojetí. Případ 22 = středně těžká MR (F71, ≈ předškolák) + AGRESIVITA/sebepoškozování → arteterapie hlavně jako VENTIL a regulace afektu, jasné hranice. — Zdroj: klinicky Vágnerová STR.78, 82–83; arte ⚠️ ověřit	pripad19 klientská skupina srovnani-f70-f71
Případ 20 (stařecká demence + BPSD, žena 65 let): jaká je hlavní role arteterapie?	Primárně ZKLIDNĚNÍ neklidu a agitace (BPSD) a snižování úzkosti — NE léčba demence. Dále: ventil afektu místo výbuchu, kontakt proti izolaci, doprovázení v zármutku (čerstvé ovdovění), důstojnost. Akcent na PROCES, validaci a maximální strukturu a bezpečí. Poruchy emotivity jsou u demence typickým příznakem. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.72–74	pripad20 arteterapie indikace
Co je validace a jak ji uplatnit v arteterapii u BPSD (případ 20)?	VALIDACE = přijetí prožívání nemocné BEZ konfrontace a vyvracení reality. V arteterapii: přijmout i její dílo, mluvit klidně, neopravovat realitu, neargumentovat logikou. Důvod: nemocná požadavky nechápe, konfrontace spustí afektivní výbuch a negativismus. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; princip Vágnerová STR.74, 76	pripad20 arteterapie validace
Případ 20: proč arteterapie pomáhá (bio·psycho·sociál)?	BIO: smyslová stimulace a klidná aktivace (vozík; odmítání pohybu = apaticko-abulický syndrom, ne nespolupráce). PSYCHO: ventil afektu a zklidnění proti dráždivosti/výbuchům/negativismu + doprovázení v akutním zármutku. SOCIÁL: neverbální kontakt s terapeutem proti izolaci (ovdovění + synové 2× ročně); skupina až po zklidnění (úbytek empatie → konflikty). — Zdroj: arte Šicková-Fabrici ⚠️; klinicky Vágnerová STR.73–76	pripad20 arteterapie bio-psycho-social
Jak vést arteterapii u demence s BPSD (případ 20) — čím se vyznačuje?	ZKLIDNĚNÍ, ne výkon (nehodnotit esteticky). VALIDACE, ne konfrontace — nevyvracet realitu. NABÍDKA, ne nátlak — drobná dobrovolná aktivita po krocích (nadměrný požadavek = spouštěč obrany). STRUKTURA, bezpečí, předvídatelnost (snižuje výbuchy). Reminiscence + doprovázení v zármutku. Předcházet spouštěčům konfliktů (zpočátku individuálně). — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; klinicky Vágnerová STR.73–76	pripad20 arteterapie principy
Případ 20: který arteterapeutický přístup zvolit a jaké cíle?	Přístup: PRODUKTIVNÍ i RECEPTIVNÍ (zklidnění), ZPOČÁTKU INDIVIDUÁLNÍ (kvůli konfliktům), NEDIREKTIVNÍ s VALIDACÍ, PROCES-orientovaná, MAXIMÁLNĚ STRUKTUROVANÁ a bezpečná. Cíle: zklidnění neklidu/agitace, snížení úzkosti, ventil afektu, kontakt proti izolaci, doprovázení v zármutku, důstojnost. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; cíle klinicky Vágnerová STR.74–76	pripad20 arteterapie volba-pristupu
Případ 20: čeho se v arteterapii VYVAROVAT?	Nekonfrontovat a nevyvracet realitu, neargumentovat logikou (vyvolá výbuch). Netlačit do tvorby silou (nadměrný požadavek = spouštěč). Nehodnotit esteticky a nesrovnávat. Nepřičítat vinu za konflikty („dělá to schválně“ — je to příznak nemoci). Nepřehlížet zármutek a izolaci. — Zdroj: arte Šicková-Fabrici ⚠️; klinicky Vágnerová STR.74–76	pripad20 arteterapie chyby
Návrh: cyklus jednoho arteterapeutického sezení u BPSD (případ 20)?	1 Klidné naladění (rituál) → 2 Validace + přijetí → 3 Smyslová/zklidňující tvorba → 4 Tiché sdílení (bez nátlaku) → 5 Ocenění PROCESU (↺ stále stejné pořadí). Stejný klidný rituál, krátké předvídatelné jednotky, nabízet (ne nutit), nevyvracet realitu. — Zdroj: arte validace/struktura Liebmann/Šicková-Fabrici ⚠️ ověřit; princip Vágnerová STR.74–76	pripad20 arteterapie-technika cyklus-sezeni
Návrh konkrétních technik pro případ 20 (zklidňující → aktivizační)?	Progrese: smyslová hra s barvou → volná stopa/ventil napětí → reminiscenční malba → modelování → skupinová tvorba (až po zklidnění). Zklidňující práce s barvou = proti agitaci; volná stopa = ventil afektu místo výbuchu; reminiscenční malba = doprovázení v zármutku; modelování = haptické uvolnění; receptivní hudba/obrazy = zklidnění bez výkonu. — Zdroj: Šicková-Fabrici / Liebmann ⚠️ ověřit	pripad20 arteterapie-technika techniky
Případ 20 vs 4: čím se liší arteterapie u dvou demencí?	Společný základ: aktivizace, reminiscence, smyslová stimulace, krátké jednotky, stálost. Případ 20 (stařecká + BPSD): primárně ZKLIDNĚNÍ neklidu/agitace, snižování úzkosti, validace, ventil afektu, max. struktura, doprovázení v zármutku. Případ 4 (ischemicko-vaskulární): akcent na ORIENTACI a zpomalení úbytku. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️; klinicky Vágnerová STR.73–76	pripad20 klientská skupina srovnani-demenci
Případ 20: jak v arteterapii pracovat se zármutkem a izolací?	REMINISCENCE a doprovázení — vzpomínky na manžela jako podnět tvorby (zpracovat ztrátu, posílit identitu). Kontakt proti izolaci: bezpečný vztah s terapeutem, podpora návštěv synů (návštěvy známých působí podpůrně). Čerstvé ovdovění + řídké návštěvy jsou akutní zátěž, která BPSD zhoršuje — nepřehlížet. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.74–76	pripad20 arteterapie zarmutek-a-izolace
Případ 21 (atypický autismus F84.1, muž 40 let, po ztrátě rodičů v ÚSP): čím se arteterapie liší od dětských PAS?	Jde o DOSPĚLÉHO → techniky a témata PŘIMĚŘENÉ VĚKU (NE dětské náměty), respekt a DŮSTOJNOST. Atypický autismus = nesplňuje plně kritéria dětského autismu (neúplná/atypická triáda). Akcent na zpracování ZTRÁTY blízkých, stabilní rutinu po nástupu do ÚSP a podporu autonomie. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.84, 87	pripad21 arteterapie definice
Případ 21: proč právě arteterapie a na co hlavně cílí? (bio·psycho·sociál)	BIO: jemná motorika a haptika; pracovní/výtvarná činnost UCHOVÁVÁ KOMPETENCE a dává náplň. PSYCHO: NEVERBÁLNÍ zpracování ZTRÁTY (rodiče, sourozenec) a stabilní rutina proti úzkosti ze změny (PAS těžce nese změnu). SOCIÁL: stálá osoba (klíčový pracovník) + možná skupina s pravidly v ÚSP. POZOR: arteterapie NELÉČÍ autismus (vrozený i u dospělého). — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.84, 86–87	pripad21 arteterapie indikace
Jak vést arteterapii u dospělého s atypickým autismem — čím se vyznačuje?	Techniky PŘIMĚŘENÉ VĚKU (ne dětské), respekt a důstojnost. Práce s RUTINOU a STRUKTUROU (změna prostředí = rizikový faktor). Neverbální ZPRACOVÁNÍ ZTRÁTY + kontinuita přes známé předměty/motivy. PODPORA AUTONOMIE (volba materiálu/tématu, zachované dovednosti). Možná SKUPINA s jasnými pravidly. Proces > produkt, materiální odměna. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; klinicky Vágnerová STR.84, 86	pripad21 arteterapie principy-u-dospeleho-s-pas
Případ 21: jak v arteterapii řešit ZTRÁTU blízkých a ADAPTACI na ÚSP?	Neverbální cesta k TRUCHLENÍ (volná barevná plocha = ventil afektu) tam, kde slovo nestačí. KONTINUITA přes známý předmět/motiv z domova = zmírnění ztráty a změny. STABILNÍ rituál sezení + klíčový pracovník = bezpečí po přesunu. Afekt/regres = obrana, nezaměnit za demenci ani „zlobení”. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; ztráta/změna klinicky Vágnerová STR.86	pripad21 arteterapie-technika zpracovani-ztraty-a-adaptace
Případ 21: který arteterapeutický přístup zvolit a jaké cíle?	PRODUKTIVNÍ, INDIVIDUÁLNÍ + SKUPINOVÁ s jasnými pravidly (komunita ÚSP), nedirektivní, proces-orientovaná, STRUKTUROVANÁ s rutinou, témata a techniky PŘIMĚŘENÉ VĚKU. Cíle: zpracování ztráty, stabilita a adaptace na ÚSP, podpora autonomie a zachování dovedností, důstojnost. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; cíle klinicky Vágnerová STR.84, 86–87	pripad21 arteterapie volba-pristupu
Případ 21: čeho se v arteterapii VYVAROVAT?	NEPOUŽÍVAT dětské náměty a materiály (jde o dospělého — důstojnost). Nezahltit změnami (náhlý přesun, nové osoby/režim). Nepodceňovat truchlení (afekt/regres ≠ zlobení, ani demence). Nehodnotit dílo esteticky. Neměnit zbytečně klíčovou osobu a strukturu. Nečekat motivaci sociální pochvalou. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.86	pripad21 arteterapie chyby
Návrh: cyklus jednoho arteterapeutického sezení u dospělého s atypickým autismem?	1 Naladění (stálý rituál) → 2 Haptická rozcvička → 3 Tvorba (téma dle VOLBY) → 4 Sdílení (dle úrovně) → 5 Ocenění procesu (↺). Stálý rituál a struktura pro předvídatelnost po změně prostředí; téma a materiál PŘIMĚŘENÉ VĚKU a s prostorem pro volbu (autonomie); sdílení jen v míře dané úrovní. — Zdroj: arte struktura Liebmann ⚠️ ověřit; stálost klinicky Vágnerová STR.86–87	pripad21 arteterapie-technika cyklus-sezeni
Návrh konkrétních technik pro případ 21 (od jednodušších po náročnější)?	Progrese: haptika/hlína → volná barevná plocha → známý předmět/motiv (kontinuita) → jednoduchá pracovní/výtvarná činnost → skupinová tvorba s pravidly. Hlína = regulace napětí; barevná plocha = ventil afektu; známý motiv = zmírnění ztráty; pracovní činnost = autonomie a kompetence; skupina = příslušnost. Vše přiměřené věku. — Zdroj: Šicková-Fabrici / Liebmann ⚠️ ověřit; pracovní činnost Vágnerová STR.84	pripad21 arteterapie-technika techniky
Případ 21: kdy a jak nasadit SKUPINOVOU arteterapii u dospělého s PAS v ÚSP?	Skupina je možná, ale jen s JASNÝMI, PŘEDVÍDATELNÝMI PRAVIDLY a stálou strukturou (komunita ÚSP) — dává příslušnost a řád. Nehodit do nestrukturované skupiny (změna a nepředvídatelnost = zátěž pro PAS). Vedle skupiny zachovat individuální vztah s klíčovým pracovníkem. — Zdroj: Liebmann ⚠️ ověřit; změna jako zátěž klinicky Vágnerová STR.86	pripad21 skupinová arteterapie skupina-s-pravidly
Případ 22 (středně těžká MR F71 + agresivita/sebepoškozování): jakou roli má arteterapie?	Arteterapie jako VENTIL a REGULACE AFEKTU — tvorba bezpečně odvádí napětí, které se jinak vybíjí agresí a sebepoškozováním (autostimulace / uvolnění napětí z přetěžování). Klíč: jasné HRANICE, BEZPEČÍ a předvídatelný RITUÁL. POZOR: agrese/sebepoškozování = obrana/komunikace, NE „zlobení”. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.82–83	pripad22 arteterapie indikace
Případ 22: proč arteterapie a na co cílí? (bio·psycho·sociál)	BIO: bezpečné vybití napětí tělesnou tvorbou (hnětení, trhání) místo sebepoškozování. PSYCHO: ventil afektu a regulace napětí (nadměrná zátěž jinak spouští afektivní výbuchy). SOCIÁL: KOMUNIKACE MÍSTO AFEKTU — sdělit potřebu obrazem/AAK, aby nemusel „mluvit” chováním. POZOR: arteterapie neléčí MR; agrese není příčina MR. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.80, 82–83	pripad22 arteterapie regulace-afektu
Jak vést arteterapii u středně těžké MR s agresivitou — čím se vyznačuje?	Proces > produkt (hodnocení = další frustrace). Arteterapie jako VENTIL afektu. JASNÉ HRANICE a bezpečí (trest nepatří — agrese je obrana/komunikace). PŘEDVÍDATELNÝ RITUÁL a stálost (stejné pořadí, materiál, terapeut). Vyhnout se FRUSTRUJÍCÍM úkolům (abstrakce, spěch). Materiály odvádějící napětí (trhání, hnětení). — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; klinicky Vágnerová STR.80, 81–83	pripad22 arteterapie principy
Případ 22: jak v arteterapii kanalizovat agresi do média?	Expresivní materiály odvádějící napětí: HNĚTENÍ a BUŠENÍ do hlíny, TRHÁNÍ papíru → trhaná KOLÁŽ (lepení), malba velkými pohyby na velký formát. Po vybití zařadit ZKLIDŇUJÍCÍ rytmickou tvorbu. Cíl: bezpečné vybití napětí místo sebepoškozování. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.82	pripad22 arteterapie-technika techniky
Případ 22: který arteterapeutický přístup zvolit a jaké cíle?	PRODUKTIVNÍ tvorba, NEJDŘÍV INDIVIDUÁLNÍ (skupina až po stabilizaci afektů), nedirektivní s JASNÝMI HRANICEMI, proces-orientovaná, silně STRUKTUROVANÁ a PŘEDVÍDATELNÁ. Cíle: regulace afektu a ventil napětí (místo agrese/sebepoškozování), neverbální komunikace, bezpečí po šikaně. — Zdroj: arte Šicková-Fabrici/Liebmann ⚠️ ověřit; cíle klinicky Vágnerová STR.82–83	pripad22 arteterapie volba-pristupu
Případ 22: čeho se v arteterapii VYVAROVAT?	Nereagovat na agresi/sebepoškozování TRESTEM (je to obrana/komunikace; trest zvyšuje napětí). Nezadávat FRUSTRUJÍCÍ úkoly (abstrakce, mnoho kroků, spěch). Nehodnotit dílo esteticky. Neměnit rituál, materiál ani terapeuta. Netlačit na verbální interpretaci a do skupiny předčasně; nebagatelizovat šikanu. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR.80, 81–83, 155	pripad22 arteterapie chyby
Návrh: cyklus jednoho arteterapeutického sezení u F71 + agresivity?	1 Naladění (stálý rituál) → 2 Uvolnění napětí (hnětení/trhání) → 3 Vlastní tvorba (ventil) → 4 Zklidnění a neverbální sdílení → 5 Ocenění procesu (↺). Předvídatelný rituál a jasné hranice; kroky 2–3 = ventil afektu, krok 4 = zklidnění. — Zdroj: arte struktura Liebmann ⚠️ ověřit; stálost/regulace afektu klinicky Vágnerová STR.81–83	pripad22 arteterapie-technika cyklus-sezeni
Případ 22: jak nahradit „mluvení chováním” (komunikace místo afektu)?	Naučit srozumitelně SDĚLIT POTŘEBU obrazem a obrázkovými/AAK kartami, aby nemusel „mluvit” chováním (problémové chování u závažněji postižených = neverbální sdělení potřeb). Propojit s logopedií/AAK. Souběžně ANALÝZA SPOUŠTĚČŮ afektu a úprava zátěže. — Zdroj: arte Liebmann/Slavík ⚠️ ověřit; klinicky Vágnerová STR.83	pripad22 arteterapie komunikace-misto-afektu
Případ 22 vs. 19 — jak se liší arteterapeutický plán? (zkušební past)	Medailonek je téměř stejný (muž 34 let, vada řeči, ZŠ speciální, šikana). Rozdíl: 22 = středně těžká MR (F71, ≈ předškolák) + AGRESIVITA/sebepoškozování → arteterapie hlavně jako VENTIL a regulace afektu, jasné hranice, předvídatelný rituál. 19 = lehká MR (F70, ≈ školák) bez agrese → lze víc SYMBOLU a REFLEXE. — Zdroj: klinicky Vágnerová STR.78, 82–83; arte ⚠️ ověřit	pripad22 klientská skupina srovnani-f71-f70
Případ 23 (rozštěp páteře, závislost na matce): jakou roli má arteterapie?	Arteterapie jako prostor pro AKTÉRSTVÍ a VLASTNÍ HLAS — tvorba je její vlastní rozhodnutí a výsledek, do kterého matka nezasahuje. Cíl: posílit AUTONOMII, sebepojetí a sebedůvěru. Klíč: jádrem NENÍ tíže postižení (chodí o berlích, vystudovala SŠ), ale naučená nesamostatnost a závislost na matce. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR. 58, 70	pripad23 arteterapie indikace
Případ 23: proč arteterapie a na co cílí? (bio·psycho·sociál)	BIO: tělesný stav umožňuje SAMOSTATNOU tvorbu → pocit „dokážu to sama“. PSYCHO: sebedůvěra a sebepojetí přes vlastní zážitek úspěchu; nácvik ROZHODOVÁNÍ proti pasivitě (chybí motivace, ne schopnosti). SOCIÁL: skupina = vztahy MIMO MATKU (symbiotická vazba jinak nahrazuje vrstevnické a partnerské vztahy). POZOR: arte neodstraní vadu — cílí na vztahový vzorec. — Zdroj: arte Šicková-Fabrici ⚠️ ověřit; klinicky Vágnerová STR. 59, 62, 70	pripad23 arteterapie bio-psycho-social
